# candidate_labels.txt -- auto-label review sheet (STEP 1 output)
# split=train min_conf=0.95 overlap_iou=0.2 checkpoint=checkpoints/tuned/best.pth
# Review the photos in results/auto_label/review/ , then set the
# DECISION column to  approve  or  reject  (default: pending).
# Commit approved labels with:  python approve_labels.py --commit
# The original data/labels/*.txt files are NOT modified by this script.
# id | decision | image_id | label_file | class | yolo_id | conf | cx | cy | w | h
C00108 | committed | closed_eye_1270-jpg_face_1_jpg.rf.9a11bb72eb6db91f1b36995856253a45.jpg | closed_eye_1270-jpg_face_1_jpg.rf.9a11bb72eb6db91f1b36995856253a45.txt | closed_eye | 0 | 0.9571 | 0.712351 | 0.391581 | 0.233992 | 0.107687
C00109 | committed | 266_jpg.rf.9618e842f57c9cffca7d141254819510.jpg | 266_jpg.rf.9618e842f57c9cffca7d141254819510.txt | open_eye | 1 | 0.9737 | 0.572579 | 0.447455 | 0.084567 | 0.056065
C00110 | committed | 1301_jpg.rf.9db634922d96e3dc6897523977b5d11a.jpg | 1301_jpg.rf.9db634922d96e3dc6897523977b5d11a.txt | open_eye | 1 | 0.9682 | 0.605994 | 0.447342 | 0.068593 | 0.050764
C00111 | committed | 717_jpg.rf.26655084ddddf6d351384accbb1471cf.jpg | 717_jpg.rf.26655084ddddf6d351384accbb1471cf.txt | yawn | 2 | 0.9604 | 0.617248 | 0.412791 | 0.549615 | 0.269662
C00112 | committed | 225_jpg.rf.7378fd0fec9b11e5bf19646c6ef929f7.jpg | 225_jpg.rf.7378fd0fec9b11e5bf19646c6ef929f7.txt | open_eye | 1 | 0.9594 | 0.222978 | 0.371583 | 0.421094 | 0.743165
C00113 | committed | 114_jpg.rf.d8269067a051980c1fbe6eaf8b646935.jpg | 114_jpg.rf.d8269067a051980c1fbe6eaf8b646935.txt | open_eye | 1 | 0.977 | 0.571858 | 0.276926 | 0.107068 | 0.048255
C00114 | committed | 2349_jpg.rf.9a740bb0832a4ffa4b09de001ddc947a.jpg | 2349_jpg.rf.9a740bb0832a4ffa4b09de001ddc947a.txt | open_eye | 1 | 0.987 | 0.47458 | 0.316566 | 0.94916 | 0.633131
C00115 | committed | closed_eye_2386-jpg_face_1_jpg.rf.350865a37b90fd55384e706ba98179ae.jpg | closed_eye_2386-jpg_face_1_jpg.rf.350865a37b90fd55384e706ba98179ae.txt | closed_eye | 0 | 0.9695 | 0.27915 | 0.464795 | 0.190829 | 0.128372
C00116 | committed | img_000567_jpg.rf.4a2b32ff5b214d772af520b83743c666.jpg | img_000567_jpg.rf.4a2b32ff5b214d772af520b83743c666.txt | open_eye | 1 | 0.9774 | 0.481989 | 0.49414 | 0.073576 | 0.069917
C00117 | committed | closed_eye_0859-jpg_face_1_jpg.rf.c724e4aeec87d1fc0858b15564f1ffcf.jpg | closed_eye_0859-jpg_face_1_jpg.rf.c724e4aeec87d1fc0858b15564f1ffcf.txt | closed_eye | 0 | 0.969 | 0.696919 | 0.424415 | 0.200983 | 0.135921
C00118 | committed | closed_eye_0682-jpg_face_3_jpg.rf.0a6b6f7e74dd49ad4cc39ae0d468650f.jpg | closed_eye_0682-jpg_face_3_jpg.rf.0a6b6f7e74dd49ad4cc39ae0d468650f.txt | closed_eye | 0 | 0.9817 | 0.265967 | 0.388796 | 0.235485 | 0.118877
C00119 | pending | 000382_jpg.rf.ff3478cc6fa58c279d561411c90fffb6.jpg | 000382_jpg.rf.ff3478cc6fa58c279d561411c90fffb6.txt | open_eye | 1 | 0.9703 | 0.624201 | 0.516524 | 0.138527 | 0.066196
C00120 | committed | 853_jpg.rf.8c622dfa3180c82ea1d4319830e41db1.jpg | 853_jpg.rf.8c622dfa3180c82ea1d4319830e41db1.txt | open_eye | 1 | 0.9614 | 0.628442 | 0.439947 | 0.577873 | 0.879894
C00121 | committed | closed_eye_1646-jpg_face_1_jpg.rf.3890c7b257eb8a707eb49daf204bf780.jpg | closed_eye_1646-jpg_face_1_jpg.rf.3890c7b257eb8a707eb49daf204bf780.txt | closed_eye | 0 | 0.9521 | 0.283861 | 0.401383 | 0.24434 | 0.104686
C00122 | committed | 566_jpg.rf.0028d6b49eedc527b51e7df21640d276.jpg | 566_jpg.rf.0028d6b49eedc527b51e7df21640d276.txt | yawn | 2 | 0.968 | 0.544369 | 0.399349 | 0.218236 | 0.379216
C00123 | committed | _495_jpg.rf.af48622f83d1023e6f59412bfdc831c8.jpg | _495_jpg.rf.af48622f83d1023e6f59412bfdc831c8.txt | open_eye | 1 | 0.9936 | 0.419931 | 0.5 | 0.839862 | 1.0
C00124 | committed | 420_jpg.rf.34f78fd843523e244d1f8dceea37b782.jpg | 420_jpg.rf.34f78fd843523e244d1f8dceea37b782.txt | closed_eye | 0 | 0.9813 | 0.368392 | 0.191226 | 0.199671 | 0.09271
C00125 | committed | closed_eye_2062-jpg_face_2_jpg.rf.97538e262dfad60ccd3aef18264376d6.jpg | closed_eye_2062-jpg_face_2_jpg.rf.97538e262dfad60ccd3aef18264376d6.txt | closed_eye | 0 | 0.9516 | 0.284666 | 0.607744 | 0.272988 | 0.163325
C00126 | committed | 153_jpg.rf.603d17fe1301cbdc8e230f2407c7ba17.jpg | 153_jpg.rf.603d17fe1301cbdc8e230f2407c7ba17.txt | yawn | 2 | 0.9587 | 0.577904 | 0.508228 | 0.33514 | 0.181633
C00127 | committed | _100_jpg.rf.8034931ae53a61b22ed184e9105a3522.jpg | _100_jpg.rf.8034931ae53a61b22ed184e9105a3522.txt | open_eye | 1 | 0.9653 | 0.524935 | 0.580708 | 0.95013 | 0.838584
C00128 | committed | _510_jpg.rf.a50c34a3546e5b3d69d4094c39beed18.jpg | _510_jpg.rf.a50c34a3546e5b3d69d4094c39beed18.txt | open_eye | 1 | 0.9737 | 0.468318 | 0.553414 | 0.936635 | 0.893172
C00129 | committed | 708_jpg.rf.354fa4c47f6cff63c02a494c7ab8d9f4.jpg | 708_jpg.rf.354fa4c47f6cff63c02a494c7ab8d9f4.txt | yawn | 2 | 0.9869 | 0.710907 | 0.463547 | 0.329385 | 0.180408
C00130 | committed | 710_jpg.rf.3edb17ab98bc7da50cb78003381580db.jpg | 710_jpg.rf.3edb17ab98bc7da50cb78003381580db.txt | yawn | 2 | 0.9767 | 0.462484 | 0.306269 | 0.182699 | 0.319415
C00131 | committed | 14_jpg.rf.72ebbdcf72802a18d9d3c24a86ab3fbf.jpg | 14_jpg.rf.72ebbdcf72802a18d9d3c24a86ab3fbf.txt | yawn | 2 | 0.9549 | 0.478172 | 0.465912 | 0.221225 | 0.449461
C00132 | pending | image__10411_jpg.rf.c5450a0a45fcb1b604d6de6d5ba5a857.jpg | image__10411_jpg.rf.c5450a0a45fcb1b604d6de6d5ba5a857.txt | open_eye | 1 | 0.9898 | 0.723843 | 0.214601 | 0.14434 | 0.055589
C00133 | committed | 633_jpg.rf.13c3f535066bbed4b98220cab32bb602.jpg | 633_jpg.rf.13c3f535066bbed4b98220cab32bb602.txt | yawn | 2 | 0.9584 | 0.5 | 0.619258 | 1.0 | 0.662086
C00134 | committed | closed_eye_0780-jpg_face_1_jpg.rf.3a232532ed9b1746ee6a5b2be3ad7951.jpg | closed_eye_0780-jpg_face_1_jpg.rf.3a232532ed9b1746ee6a5b2be3ad7951.txt | closed_eye | 0 | 0.9824 | 0.302393 | 0.367485 | 0.182352 | 0.111186
C00135 | committed | 22_jpg.rf.4e7e1569af096ce72bc1b200a13e8a3b.jpg | 22_jpg.rf.4e7e1569af096ce72bc1b200a13e8a3b.txt | yawn | 2 | 0.9554 | 0.48644 | 0.456421 | 0.229928 | 0.451402
C00136 | committed | 366_jpg.rf.021b6acc3d0a82e1cd6dd52736e4ebfa.jpg | 366_jpg.rf.021b6acc3d0a82e1cd6dd52736e4ebfa.txt | yawn | 2 | 0.9823 | 0.523316 | 0.658402 | 0.607965 | 0.298911
C00137 | committed | 637_jpg.rf.dee6cb3c8728988300f2281ced18dbda.jpg | 637_jpg.rf.dee6cb3c8728988300f2281ced18dbda.txt | yawn | 2 | 0.9511 | 0.5 | 0.614468 | 1.0 | 0.660172
C00138 | committed | 141_jpg.rf.0cb9e93279fbc2e58c2132ee28f66ff0.jpg | 141_jpg.rf.0cb9e93279fbc2e58c2132ee28f66ff0.txt | yawn | 2 | 0.9614 | 0.402115 | 0.231259 | 0.804231 | 0.462517
C00139 | committed | 125_jpg.rf.d699bf267898f5dc74cca781c5f6aedc.jpg | 125_jpg.rf.d699bf267898f5dc74cca781c5f6aedc.txt | yawn | 2 | 0.9697 | 0.568388 | 0.440639 | 0.324112 | 0.192937
C00140 | committed | 106_jpg.rf.8f40b30b99506d1ac1be52767b94c935.jpg | 106_jpg.rf.8f40b30b99506d1ac1be52767b94c935.txt | open_eye | 1 | 0.9538 | 0.432317 | 0.358188 | 0.071809 | 0.072917
C00141 | committed | 675_jpg.rf.9a28df2d37839a332f1edd32c9123c30.jpg | 675_jpg.rf.9a28df2d37839a332f1edd32c9123c30.txt | open_eye | 1 | 0.9714 | 0.535829 | 0.409127 | 0.053346 | 0.047268
C00142 | committed | 911_jpg.rf.851af97188ff8e04f641d85989386068.jpg | 911_jpg.rf.851af97188ff8e04f641d85989386068.txt | closed_eye | 0 | 0.953 | 0.685364 | 0.386818 | 0.166193 | 0.094002
C00143 | committed | 390_jpg.rf.6580c8ef668536f1738007ce404bcd5c.jpg | 390_jpg.rf.6580c8ef668536f1738007ce404bcd5c.txt | closed_eye | 0 | 0.9698 | 0.33973 | 0.305361 | 0.226196 | 0.121742
C00144 | committed | closed_eye_2122-jpg_face_1_jpg.rf.03edc5c454334270606bf7de6ad28c3b.jpg | closed_eye_2122-jpg_face_1_jpg.rf.03edc5c454334270606bf7de6ad28c3b.txt | closed_eye | 0 | 0.9524 | 0.205341 | 0.546331 | 0.291227 | 0.173283
C00145 | committed | 662_jpg.rf.361da9402981136e46371a5d0b781731.jpg | 662_jpg.rf.361da9402981136e46371a5d0b781731.txt | yawn | 2 | 0.9507 | 0.331716 | 0.504343 | 0.663432 | 0.325725
C00146 | committed | _495_jpg.rf.7be13f96b00bf513992086910a8baea4.jpg | _495_jpg.rf.7be13f96b00bf513992086910a8baea4.txt | open_eye | 1 | 0.9584 | 0.622187 | 0.508324 | 0.599305 | 0.983352
C00147 | committed | 570_jpg.rf.f5a302e22df4ac07831962ddccd8b3e3.jpg | 570_jpg.rf.f5a302e22df4ac07831962ddccd8b3e3.txt | open_eye | 1 | 0.9613 | 0.414334 | 0.436186 | 0.048221 | 0.059756
C00148 | committed | 318_jpg.rf.887f391a559ccc3bbeb43f0d127b1d43.jpg | 318_jpg.rf.887f391a559ccc3bbeb43f0d127b1d43.txt | yawn | 2 | 0.9502 | 0.498753 | 0.473636 | 0.281079 | 0.558086
C00149 | committed | istockphoto-653330534-612x612_jpg.rf.5b99fbb4dac5c660a251bb7b3e1a63a2.jpg | istockphoto-653330534-612x612_jpg.rf.5b99fbb4dac5c660a251bb7b3e1a63a2.txt | yawn | 2 | 0.9602 | 0.597423 | 0.59683 | 0.193785 | 0.112605
C00150 | committed | 1301_jpg.rf.0cdd38b238a06699396d7f2c92443201.jpg | 1301_jpg.rf.0cdd38b238a06699396d7f2c92443201.txt | open_eye | 1 | 0.9634 | 0.606255 | 0.446771 | 0.067504 | 0.050303
C00151 | committed | 150766294_1_jpg.rf.eaa87f8fc117d629ada2d2033e8f5c53.jpg | 150766294_1_jpg.rf.eaa87f8fc117d629ada2d2033e8f5c53.txt | open_eye | 1 | 0.9551 | 0.416894 | 0.928425 | 0.049049 | 0.069766
C00152 | committed | closed_eye_0168-jpg_face_1_jpg.rf.5a8aa9b3ca932978e30bf84875f5c1fe.jpg | closed_eye_0168-jpg_face_1_jpg.rf.5a8aa9b3ca932978e30bf84875f5c1fe.txt | closed_eye | 0 | 0.9651 | 0.718792 | 0.443769 | 0.239822 | 0.13294
C00153 | committed | 369_jpg.rf.c11df7ce479dde3d2bb4856619976bf7.jpg | 369_jpg.rf.c11df7ce479dde3d2bb4856619976bf7.txt | yawn | 2 | 0.96 | 0.5 | 0.729814 | 1.0 | 0.540372
C00154 | committed | _290_jpg.rf.6b62812794c45c5d5eaa781cda15ca1e.jpg | _290_jpg.rf.6b62812794c45c5d5eaa781cda15ca1e.txt | open_eye | 1 | 0.9838 | 0.42945 | 0.498039 | 0.8589 | 0.996079
C00155 | committed | 405_jpg.rf.faed83d41a1b75f43055ac7d3846a1fd.jpg | 405_jpg.rf.faed83d41a1b75f43055ac7d3846a1fd.txt | yawn | 2 | 0.9612 | 0.53549 | 0.514885 | 0.403121 | 0.19745
C00156 | committed | 420_jpg.rf.ae81c952c894e4b6542c58b0c0e7813b.jpg | 420_jpg.rf.ae81c952c894e4b6542c58b0c0e7813b.txt | closed_eye | 0 | 0.9717 | 0.371723 | 0.18878 | 0.191021 | 0.080932
C00157 | committed | 1597_jpg.rf.6ad0533f3d4e4c4148c5c8fd1d7d75d4.jpg | 1597_jpg.rf.6ad0533f3d4e4c4148c5c8fd1d7d75d4.txt | open_eye | 1 | 0.9903 | 0.666262 | 0.585969 | 0.578116 | 0.812339
C00158 | committed | 564_jpg.rf.66ce6084166539e84bb16bd1f35823ba.jpg | 564_jpg.rf.66ce6084166539e84bb16bd1f35823ba.txt | yawn | 2 | 0.9697 | 0.542872 | 0.404193 | 0.222962 | 0.384427
C00159 | committed | 779_jpg.rf.495bcbafb4213eb16881fb70063befec.jpg | 779_jpg.rf.495bcbafb4213eb16881fb70063befec.txt | open_eye | 1 | 0.9538 | 0.432317 | 0.358188 | 0.071809 | 0.072917
C00160 | committed | 147_jpg.rf.c91a8e54cece83fb2c7143589e5482fd.jpg | 147_jpg.rf.c91a8e54cece83fb2c7143589e5482fd.txt | yawn | 2 | 0.9597 | 0.440618 | 0.509484 | 0.31165 | 0.537701
C00161 | committed | 120_jpg.rf.64e0c7479fb27d6bfd8c601df44931b3.jpg | 120_jpg.rf.64e0c7479fb27d6bfd8c601df44931b3.txt | open_eye | 1 | 0.9856 | 0.566122 | 0.392165 | 0.07639 | 0.06112
C00162 | committed | 579_jpg.rf.5deb87ff89217412bf4063103649b774.jpg | 579_jpg.rf.5deb87ff89217412bf4063103649b774.txt | yawn | 2 | 0.963 | 0.531472 | 0.495457 | 0.624579 | 0.298636
C00163 | committed | 184_jpg.rf.38009c1084f96742e94ee42fcf964634.jpg | 184_jpg.rf.38009c1084f96742e94ee42fcf964634.txt | closed_eye | 0 | 0.9639 | 0.316479 | 0.36313 | 0.148423 | 0.102868
C00164 | committed | 184_jpg.rf.38009c1084f96742e94ee42fcf964634.jpg | 184_jpg.rf.38009c1084f96742e94ee42fcf964634.txt | closed_eye | 0 | 0.954 | 0.609468 | 0.40092 | 0.214983 | 0.111231
C00165 | committed | 478_jpg.rf.55311d85e156f42c76f84da8dea652d9.jpg | 478_jpg.rf.55311d85e156f42c76f84da8dea652d9.txt | open_eye | 1 | 0.9584 | 0.459511 | 0.31307 | 0.065343 | 0.062498
C00166 | committed | 86_jpg.rf.7336ace1f138c2949a907fae31381b40.jpg | 86_jpg.rf.7336ace1f138c2949a907fae31381b40.txt | yawn | 2 | 0.9607 | 0.55846 | 0.498739 | 0.371286 | 0.202289
C00167 | committed | 392_jpg.rf.b5c2b5a16477c7880005e466b6f43f17.jpg | 392_jpg.rf.b5c2b5a16477c7880005e466b6f43f17.txt | yawn | 2 | 0.9534 | 0.394087 | 0.514201 | 0.582923 | 0.288927
C00168 | committed | 6_jpg.rf.fad013e43fdaeae37ec410ada1cb5866.jpg | 6_jpg.rf.fad013e43fdaeae37ec410ada1cb5866.txt | yawn | 2 | 0.9748 | 0.511736 | 0.473351 | 0.459375 | 0.214652
C00169 | committed | 571_jpg.rf.210087da86eaae374ea14cb2575d432a.jpg | 571_jpg.rf.210087da86eaae374ea14cb2575d432a.txt | yawn | 2 | 0.9554 | 0.625773 | 0.496634 | 0.748455 | 0.423494
C00170 | committed | 711_jpg.rf.0474209b7fb52afd46be0bed35752827.jpg | 711_jpg.rf.0474209b7fb52afd46be0bed35752827.txt | yawn | 2 | 0.9663 | 0.294921 | 0.51791 | 0.356489 | 0.176899
C00171 | committed | 58_jpg.rf.be55ae92fb3990eac4f9b7e4686f8485.jpg | 58_jpg.rf.be55ae92fb3990eac4f9b7e4686f8485.txt | open_eye | 1 | 0.964 | 0.525479 | 0.367175 | 0.059585 | 0.059786
C00172 | committed | closed_eye_0012-jpg_face_1_jpg.rf.4733e55bde1d9d21e0046a6df88733b7.jpg | closed_eye_0012-jpg_face_1_jpg.rf.4733e55bde1d9d21e0046a6df88733b7.txt | closed_eye | 0 | 0.9794 | 0.347104 | 0.662458 | 0.22212 | 0.118656
C00173 | committed | 675_jpg.rf.dbac5df51f0d3496d5f1874561cf16e0.jpg | 675_jpg.rf.dbac5df51f0d3496d5f1874561cf16e0.txt | yawn | 2 | 0.9542 | 0.619258 | 0.490426 | 0.715758 | 0.351525
C00174 | committed | 133_jpg.rf.4fa82699f0608efdb94a4b706d7ff8b2.jpg | 133_jpg.rf.4fa82699f0608efdb94a4b706d7ff8b2.txt | yawn | 2 | 0.9564 | 0.466787 | 0.504957 | 0.230749 | 0.471119
C00175 | committed | 1224_jpg.rf.4bd4192421e6aa6a89b50d177fd80dd8.jpg | 1224_jpg.rf.4bd4192421e6aa6a89b50d177fd80dd8.txt | open_eye | 1 | 0.9646 | 0.49343 | 0.439426 | 0.072626 | 0.058587
C00176 | committed | 150766294_1_jpg.rf.cee70718091b76274e7b4c26a62c1489.jpg | 150766294_1_jpg.rf.cee70718091b76274e7b4c26a62c1489.txt | open_eye | 1 | 0.9939 | 0.92951 | 0.584779 | 0.072039 | 0.05895
C00177 | committed | 92_jpg.rf.c0073b37fd1cce39b84cedb8fdc057fd.jpg | 92_jpg.rf.c0073b37fd1cce39b84cedb8fdc057fd.txt | yawn | 2 | 0.9546 | 0.541477 | 0.422208 | 0.219819 | 0.410928
C00178 | committed | img_000567_jpg.rf.f80836117526c32fdc882ed2211bf50f.jpg | img_000567_jpg.rf.f80836117526c32fdc882ed2211bf50f.txt | open_eye | 1 | 0.9535 | 0.480723 | 0.492791 | 0.072287 | 0.06735
C00179 | committed | 132_jpg.rf.0e3df2e2a9b856a2ee6edc62e3954940.jpg | 132_jpg.rf.0e3df2e2a9b856a2ee6edc62e3954940.txt | yawn | 2 | 0.9763 | 0.370841 | 0.458791 | 0.219716 | 0.396454
C00180 | committed | closed_eye_1049-jpg_face_1_jpg.rf.89943363afc22c47205c31273c7ff9f1.jpg | closed_eye_1049-jpg_face_1_jpg.rf.89943363afc22c47205c31273c7ff9f1.txt | closed_eye | 0 | 0.9914 | 0.670719 | 0.359247 | 0.248388 | 0.125959
C00181 | committed | 114_jpg.rf.c3c5b47ec6441e82b51a3662d8866390.jpg | 114_jpg.rf.c3c5b47ec6441e82b51a3662d8866390.txt | open_eye | 1 | 0.9755 | 0.572134 | 0.276266 | 0.108113 | 0.047984
C00182 | committed | 570_jpg.rf.a7032ab67909e36bc2b214d8b54c39e6.jpg | 570_jpg.rf.a7032ab67909e36bc2b214d8b54c39e6.txt | open_eye | 1 | 0.9594 | 0.562265 | 0.413397 | 0.059214 | 0.053941
C00183 | reject | 99_jpg.rf.47473dae94ce8f8169241a4e337433db.jpg | 99_jpg.rf.47473dae94ce8f8169241a4e337433db.txt | open_eye | 1 | 0.9852 | 0.5 | 0.291999 | 1.0 | 0.493954
C00184 | committed | 000104_jpg.rf.d1c60080d3c160141d96d55a09c61915.jpg | 000104_jpg.rf.d1c60080d3c160141d96d55a09c61915.txt | open_eye | 1 | 0.9672 | 0.614912 | 0.515527 | 0.129679 | 0.050287
C00185 | committed | 507_jpg.rf.b78e2e96d385b21de5f4c23ed8c85fdb.jpg | 507_jpg.rf.b78e2e96d385b21de5f4c23ed8c85fdb.txt | closed_eye | 0 | 0.9585 | 0.610364 | 0.463933 | 0.065017 | 0.04948
C00186 | committed | 344_jpg.rf.fb67b849b53bbf937b6a11c0d603c7a3.jpg | 344_jpg.rf.fb67b849b53bbf937b6a11c0d603c7a3.txt | yawn | 2 | 0.9535 | 0.5 | 0.387564 | 1.0 | 0.758446
C00187 | committed | 128_jpg.rf.5919f2a7593afb600371bb0e4ff01805.jpg | 128_jpg.rf.5919f2a7593afb600371bb0e4ff01805.txt | yawn | 2 | 0.9797 | 0.435043 | 0.59887 | 0.354676 | 0.197323
C00188 | committed | 718_jpg.rf.f1b6b8d5b246b7dfa2072f7745baeb8a.jpg | 718_jpg.rf.f1b6b8d5b246b7dfa2072f7745baeb8a.txt | yawn | 2 | 0.9771 | 0.619815 | 0.409095 | 0.445213 | 0.239687
C00189 | committed | 130_jpg.rf.14f02f0fc69aa77243a5c6325ee6fb54.jpg | 130_jpg.rf.14f02f0fc69aa77243a5c6325ee6fb54.txt | yawn | 2 | 0.9741 | 0.56551 | 0.45332 | 0.340876 | 0.198894
C00190 | committed | 88_jpg.rf.eb7d1909f71499a2ff4012307508a438.jpg | 88_jpg.rf.eb7d1909f71499a2ff4012307508a438.txt | yawn | 2 | 0.9702 | 0.532071 | 0.421749 | 0.19661 | 0.3572
C00191 | committed | closed_eye_0749-jpg_face_1_jpg.rf.da1a7f98a53cee0d135379ce58c5ac07.jpg | closed_eye_0749-jpg_face_1_jpg.rf.da1a7f98a53cee0d135379ce58c5ac07.txt | closed_eye | 0 | 0.9851 | 0.277803 | 0.421743 | 0.258422 | 0.146964
C00192 | committed | 141_jpg.rf.a91103856db96d27e8f8c021401a9c62.jpg | 141_jpg.rf.a91103856db96d27e8f8c021401a9c62.txt | open_eye | 1 | 0.976 | 0.334594 | 0.366581 | 0.054211 | 0.042719
C00193 | committed | 420_jpg.rf.59ccbe51a07ef1832807980a5300e975.jpg | 420_jpg.rf.59ccbe51a07ef1832807980a5300e975.txt | closed_eye | 0 | 0.9714 | 0.372915 | 0.189014 | 0.193634 | 0.083686
C00194 | committed | 1286_jpg.rf.93a326940f9ec18d860981e06bd79c3b.jpg | 1286_jpg.rf.93a326940f9ec18d860981e06bd79c3b.txt | open_eye | 1 | 0.9552 | 0.647064 | 0.310808 | 0.07801 | 0.052431
C00195 | committed | 94_jpg.rf.4c6571ee2242b3a74f293b0791193724.jpg | 94_jpg.rf.4c6571ee2242b3a74f293b0791193724.txt | yawn | 2 | 0.9896 | 0.565921 | 0.411884 | 0.388287 | 0.2044
C00196 | committed | closed_eye_0780-jpg_face_1_jpg.rf.4866a6080fc12c579d63901808d6e8b6.jpg | closed_eye_0780-jpg_face_1_jpg.rf.4866a6080fc12c579d63901808d6e8b6.txt | closed_eye | 0 | 0.9512 | 0.369488 | 0.698844 | 0.096765 | 0.203654
C00197 | committed | 123_jpg.rf.8b22edf8a428988a719f99587d5e623a.jpg | 123_jpg.rf.8b22edf8a428988a719f99587d5e623a.txt | yawn | 2 | 0.9774 | 0.45793 | 0.422494 | 0.206117 | 0.394723
C00198 | committed | 397_jpg.rf.a724ff05d9182fc08853384fa3fb60cb.jpg | 397_jpg.rf.a724ff05d9182fc08853384fa3fb60cb.txt | open_eye | 1 | 0.951 | 0.457789 | 0.528729 | 0.094035 | 0.074839
C00199 | committed | 129_jpg.rf.5c09dc937ae87d316f9e3bddd68a2763.jpg | 129_jpg.rf.5c09dc937ae87d316f9e3bddd68a2763.txt | yawn | 2 | 0.9644 | 0.436055 | 0.429254 | 0.209576 | 0.349825
C00200 | committed | img_000431_jpg.rf.f6e197e6b41417eb19981d9dfa9c42c7.jpg | img_000431_jpg.rf.f6e197e6b41417eb19981d9dfa9c42c7.txt | open_eye | 1 | 0.9661 | 0.487766 | 0.472635 | 0.056616 | 0.054397
C00201 | committed | 481_jpg.rf.ffb66aa6ee0522dd0919252ebc4d7637.jpg | 481_jpg.rf.ffb66aa6ee0522dd0919252ebc4d7637.txt | yawn | 2 | 0.9549 | 0.490394 | 0.565752 | 0.980789 | 0.560212
C00202 | committed | 580_jpg.rf.b385833f2d032276d6402920a4ce5fb7.jpg | 580_jpg.rf.b385833f2d032276d6402920a4ce5fb7.txt | yawn | 2 | 0.9506 | 0.507175 | 0.523615 | 0.324021 | 0.632641
C00203 | committed | 390_jpg.rf.dedc963e3acef1351880f249d532cef5.jpg | 390_jpg.rf.dedc963e3acef1351880f249d532cef5.txt | closed_eye | 0 | 0.9825 | 0.327236 | 0.442479 | 0.167518 | 0.07682
C00204 | committed | 582_jpg.rf.369d8ab251ac85dd04ba8f974e270bcc.jpg | 582_jpg.rf.369d8ab251ac85dd04ba8f974e270bcc.txt | yawn | 2 | 0.9625 | 0.439452 | 0.541686 | 0.280505 | 0.557938
C00205 | committed | 171_jpg.rf.c36d8f834b77a7ad1b37e2ec0a9cd9fa.jpg | 171_jpg.rf.c36d8f834b77a7ad1b37e2ec0a9cd9fa.txt | yawn | 2 | 0.9685 | 0.331569 | 0.566792 | 0.42658 | 0.235047
C00206 | committed | 420_jpg.rf.a1ac8fc15593f7254ad31dedbdf9ecfe.jpg | 420_jpg.rf.a1ac8fc15593f7254ad31dedbdf9ecfe.txt | closed_eye | 0 | 0.9834 | 0.367443 | 0.191896 | 0.190656 | 0.092578
C00207 | committed | 420_jpg.rf.a8c0d641e76bf0e833d05e05a44ffaf2.jpg | 420_jpg.rf.a8c0d641e76bf0e833d05e05a44ffaf2.txt | closed_eye | 0 | 0.9705 | 0.375438 | 0.188985 | 0.203184 | 0.088621
C00208 | committed | closed_eye_1295-jpg_face_1_jpg.rf.7f5e98d82c1a7b68ed0a82f5c0c04c69.jpg | closed_eye_1295-jpg_face_1_jpg.rf.7f5e98d82c1a7b68ed0a82f5c0c04c69.txt | closed_eye | 0 | 0.9699 | 0.360974 | 0.901457 | 0.100002 | 0.17213
C00209 | committed | 000079_jpg.rf.8b79f21dc230f1e3cd5732397c321fee.jpg | 000079_jpg.rf.8b79f21dc230f1e3cd5732397c321fee.txt | open_eye | 1 | 0.9835 | 0.603668 | 0.510905 | 0.124231 | 0.061856
C00210 | committed | 1028_jpg.rf.4b60cb67553b80bb74ab9946943f8cf7.jpg | 1028_jpg.rf.4b60cb67553b80bb74ab9946943f8cf7.txt | open_eye | 1 | 0.9558 | 0.491602 | 0.5 | 0.597636 | 1.0
C00211 | committed | closed_eye_2717-jpg_face_1_jpg.rf.ae7fd8617510452faae31c95e28b260b.jpg | closed_eye_2717-jpg_face_1_jpg.rf.ae7fd8617510452faae31c95e28b260b.txt | closed_eye | 0 | 0.9781 | 0.415775 | 0.657983 | 0.086471 | 0.208291
C00212 | committed | 425_jpg.rf.ce131859e541ee528c711b134e29a51b.jpg | 425_jpg.rf.ce131859e541ee528c711b134e29a51b.txt | yawn | 2 | 0.9608 | 0.546383 | 0.532296 | 0.24506 | 0.393318
C00213 | committed | 13_jpg.rf.5d2f180bc0c82af4566b7154f86459f6.jpg | 13_jpg.rf.5d2f180bc0c82af4566b7154f86459f6.txt | yawn | 2 | 0.9682 | 0.488635 | 0.472965 | 0.23176 | 0.435894
C00214 | committed | 141_jpg.rf.6e01bace56bf2953d41c26a3e5ca56ed.jpg | 141_jpg.rf.6e01bace56bf2953d41c26a3e5ca56ed.txt | closed_eye | 0 | 0.9671 | 0.397303 | 0.188346 | 0.19776 | 0.117966
C00215 | committed | _703_jpg.rf.ce4257fe43ac10b6916ed195503d0bd3.jpg | _703_jpg.rf.ce4257fe43ac10b6916ed195503d0bd3.txt | open_eye | 1 | 0.9565 | 0.435404 | 0.54567 | 0.649432 | 0.806344
C00216 | committed | 43_jpg.rf.3e3184e609853e50e6c57841946be3d0.jpg | 43_jpg.rf.3e3184e609853e50e6c57841946be3d0.txt | closed_eye | 0 | 0.966 | 0.74042 | 0.541125 | 0.103782 | 0.196087
